question_id,current_major,target_major,reason,stem,source_note
8411da33-2cfa-4d75-872f-9d289beb3cc0,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The science teacher gave a test before a unit was taken up. The purpose in administering the test was find to out the weaknesses and strengths of the class with regards to the unit. What type of lesson is being illustrated by Miss Palmiery?,sept2026_let row 3196; page 10; Z. 4.pdf; original no. 73; Path explicitly groups BEED and BSED. Correct answer sourced from detected answer key section.
6dd59135-5b91-4a83-bfc5-fa0640b74de6,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,Mrs. Cortez is bothered by many pupils who are off tasks during her demonstration of a science process. Which of the following intervention is most effective?,sept2026_let row 3246; page 4; Z. 5.pdf; original no. 123; Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
7225f263-f40f-4703-be48-aba0b0786923,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,What is the advantage of using the project method in science teaching?,sept2026_let row 4538; page 21; B. Final Coaching 2025.pdf; original no. 104; Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
e5f10bd4-961f-429e-a0b9-50474aa0864d,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,"Mrs. Santos used a film clip in teaching science concepts to her Grade Six class. However, she found out that it was inefficiently used in the classroom. When is a technology considered inefficient?",sept2026_let row 5229; page 3; SIMULATED_TEST-EDUCATIONAL_TEACHNOLOGY.pdf; original no. 36; Path explicitly groups BEED and BSED. No answer key or embedded answer was matched for this item. Correct answer resolved from source PDF answer key in second pass.
2f1a8824-4a05-4fd0-b712-fc04814c05d8,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,How can Prof. Ubiña best promote the use of multimedia in teaching Science to her coteachers?,sept2026_let row 5258; page 5; SIMULATED_TEST-EDUCATIONAL_TEACHNOLOGY.pdf; original no. 65; Path explicitly groups BEED and BSED. No answer key or embedded answer was matched for this item. Correct answer resolved from source PDF answer key in second pass.
18cd4527-06bc-4700-9d04-1dd4a19568ce,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,Which of these are considered with two essential dimension of science teaching?,sept2026_let row 5359; page 4; SIMULATED_TEST_PRINCIPLES_AND_STRATEGIES_OF_TEACHING.pdf; original no. 66; Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
82eaf667-85ef-4173-95c9-a23aa215eab2,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,Which of these is not a process in science teaching?,sept2026_let row 5360; page 4; SIMULATED_TEST_PRINCIPLES_AND_STRATEGIES_OF_TEACHING.pdf; original no. 67; Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
ebb2d171-3c24-429f-bd8c-2b9b10d0b34b,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,"Of the process involve in the modern approach to science instruction, which one utilizes the most number of scientific processes.",sept2026_let row 5361; page 4; SIMULATED_TEST_PRINCIPLES_AND_STRATEGIES_OF_TEACHING.pdf; original no. 68; Path explicitly groups BEED and BSED. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
9aed0a7b-f6ab-4f74-b616-4af1cf6f443a,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,Warm ocean currents generally:,sept2026_let row 8534; page 4; BSED General Science A.pdf; original no. 33; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
c9261e6a-c257-4659-a5ae-b798e0e06300,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The dependent variable is the one that:,sept2026_let row 8537; page 5; BSED General Science A.pdf; original no. 36; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
55b87854-0e1c-4135-9ac7-f3a573f3a5bb,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,A well-tested explanation supported by evidence is called a:,sept2026_let row 8539; page 5; BSED General Science A.pdf; original no. 38; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
4d5f27e7-bf6e-49f3-b18f-4f3b1231fe73,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The main purpose of a control variable is to:,sept2026_let row 8540; page 5; BSED General Science A.pdf; original no. 39; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
6c99f102-c3fe-4242-9bea-2bcb8a074d28,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,Which teaching method is most effective in developing scientific inquiry?,sept2026_let row 8588; page 5; BSED General Science B.pdf; original no. 36; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
e8051d59-e2ca-4238-9b8c-d226507c4922,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The part of an experiment that changes is the:,sept2026_let row 8593; page 5; BSED General Science B.pdf; original no. 41; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
ce038b1a-97a1-4901-98a8-954347663094,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,"In reporting data, which tool is best for showing trends over time?",sept2026_let row 8596; page 6; BSED General Science B.pdf; original no. 44; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
26f023e9-45c7-4675-bc9e-554a9622ebf0,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,A collection of well-tested hypotheses forms a:,sept2026_let row 8597; page 6; BSED General Science B.pdf; original no. 45; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
7cba90d2-8e0a-4b54-a6c8-8842b3671bf5,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The boundary between two air masses is called a:,sept2026_let row 8636; page 4; BSED General Science C.pdf; original no. 33; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
74da5a62-f278-41d1-be97-86443c6cd7f6,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The first step in the scientific method is to:,sept2026_let row 8639; page 5; BSED General Science C.pdf; original no. 36; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
fc44cc4b-6d26-47d6-a259-2c975f05665f,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The variable that is intentionally changed in an experiment is the:,sept2026_let row 8640; page 5; BSED General Science C.pdf; original no. 37; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
26fcf3d3-d27d-4393-bd7b-291c88e59e84,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,The type of graph used to show parts of a whole is a:,sept2026_let row 8641; page 5; BSED General Science C.pdf; original no. 38; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
d7858dc5-8bb7-4f36-a788-b6a21aca3db9,science,science-review-needed,ambiguous_science_biology_score_0_physical_score_0,An example of a qualitative observation is:,sept2026_let row 8643; page 5; BSED General Science C.pdf; original no. 40; Path indicates BSED/Secondary. Answer key exists in source text but this item was not matched confidently. Correct answer resolved from source PDF answer key in second pass.
