No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
12,12,1,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following principles IS NOT considered under Classical Conditioning by Ivan Pavlov?,,,Excitation,,Adhesive Principle,,Stimulus Generalization,,None of the above,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
13,13,1,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The reinforcement of a person’s responses by presentation or removal of rewards and punishment.,,,Operant conditioning,,Transfer of learning,,Feedback Principle,,Discipline,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
14,14,1,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,This stimulation of action best explains the behavior of an individual to take what he perceives to be the shortest route to his goals.,,,Recognition,,Assimilation,,Response,,Motivation,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
15,15,1,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The process by which an individual acquires the social and cultural heritage o the society where he belongs.,,,Socialization,,Internalization,,Integration 2,,Acquisition,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
16,16,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Philosophy of education’s main function.,,,Aid the leaner to build his own personal philosophy,,Definition o goals and setting of directions from which education,,Educations carries on a lifetime cycle,,Provision of academic background prerequisite to learning,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
17,17,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"According to Froebel, kindergarten is also known as “____________?",,,children have fun and enjoyment,,Garden where children could grow,,He learning Center for Life,,Where new beginnings begin,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
18,18,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following statements is given emphasis by “humanistic education?”,,,The great works of man such as the classics should be enjoyed.,,Man should learn the different philosophies of education,,"“Build a man who is distinctly civilized, educations and refined”",,Develop man into a thinking individual,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
19,19,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"A teacher who advocates the pragmatic philosophy of education believes that experience should follow learning, thus, she has to?",,,require her student mastery of the lessons,,encourage her students to memorize facts,,equip her students with basic skills and abilities,,provide her student with opportunities to apply their skills and abilities,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
20,20,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,How are institutions of learning encouraged to set higher standards over and above the minimum requirement for state recognition?,,,Scholastic achievement,,Faculty development,,Academic freedom,,Voluntary accreditation,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
21,21,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"The period of physical, especially sexual, and mental maturation which is characterized by rapid somatic growth is known as",,,infancy,,early childhood,,puberty,,adulthood,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
22,22,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Claustrophobia is an irrational fear of,,,Darkness,,strangers,,closed space,,height,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
23,23,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,An eye defect characterized by clear vision in one dimension but unfocused vision on the other is called,,,myopia,,astigmatism,,hyperopia,,presbyopia,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
24,24,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following statements does not apply to adolescents?,,,they desire the approval of their peers,,they seek dependence on their parents,,they have a marked sex development,,none of the above,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
25,25,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"As young people mature, society expects them to develop competencies and assume social roles in a conventional manner.",,,expectation of parents,,influence of peers groups,,influence of formal education,,cultural demands,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
26,26,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The founder of the theory of psychology called psychoanalysis was,,,Lock,,Hume,,Freud,,leibnitz,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
27,27,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"When the learner reaches a point where no further improvement can be expected, he is in a so-called",,,development crisis,,learning plateau,,regression,,depression,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
28,28,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"Regarding the sexual maturation o boys and girls, teachers should bear in mind that:",,,girls mature at a late stage than boys,,girls mature at an earlier stage than boys,,boys and girls mature at the same time,,there are no marked differences in heir time of maturity,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
29,29,2,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Rationalization is used by student who,,,always give explanation or reason for their failures rather than own their faults 3,,like to take the blame for their faults,,bribe their elders with promises,,substitute words for deeds,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
30,30,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following is true of Abnormal Psychology?,,,it studies the cause of personality defects,,it measures the accomplishments of the individual,,it concentrates on the scholastic performance of the individual,,it investigates the educational background of the individual,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
31,31,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following is a continuous variable?,,,weight,,sex,,nationality,,race,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
32,32,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following is true about one’s IQ?,,,it remains fairly constant,,it is highly changeable,,it is affected by attitude,,it is never constant,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
33,33,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Transfer of training easily takes place if the activities involved,,,Are different,,Have identical element,,Occur in the same place,,Vary in difficulty,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
34,34,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,"When the learner is well-motivated, he performs his task",,,with indifference,,with disinterest,,with arrogance,,with enthusiasm,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
35,35,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,A six-year-old child who has a mental age of eight years has an IQ of,,,120,,130,,132,,133,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
36,36,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The ratio obtained by dividing mental age by chronological age times 100 is called,,,derived quotient,,deviation,,intelligence quotient or IQ,,intelligence ratio,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
37,37,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Which of the following was written by Plato?,,,Sic et Non,,The School and Society,,The Republic,,Emile,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
38,38,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,Who among those below asserted that “Education is for complete living”,,,Dewey,,Spencer,,Kant,,Froebel,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
39,39,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The right of an educational institution and its faculty to prescribe the methods/strategies of teaching refers to:,,,building style,,choice of curriculum,,academic freedom,,co and extra curricular program,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
40,40,3,2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/I. EARLY CHILDHOOD EDUCATION/CHILD AND ADOLESCENT DEVELOPMENT/2. CHILD AND ADOLESCENT DEV_T PDFBOOKSFORUM.pdf,The 1987 Constitution provides that religious institution can be given,,,with the students’ consent,,with the parent/guardian approval,,with mayor’s permit,,with the school’s support,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Early Childhood Education,Early Childhood Education,3,No,,0.96,Ready for Upload,LET Secondary Early Childhood Education Q&A. Correct answer sourced from PDF answer key.
