No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
12,12,1,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,It is part of the electrical circuit which converts electrical energy into another form to do work,,,Voltage,,Load,,Current,,Ampere,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,ICT and Electronics,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
13,13,1,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,The system on which the flow of electricity is always in one direction,,,Power,,Integrated circuit,,Alternating current,,Direct current,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
14,14,1,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,The amount of heat required to take 1 lb. of water to change its temperature 1 degree F,,,British Thermal Unit (BTU),,Voltage,,Watt,,Calorie,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
15,15,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,Property of metal w/c can be hammered and flattened into sheets without breaking,,,Ductility,,Brittleness,,Elasticity,,Malleability,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
16,16,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,A system of principles to conduct life,,,Beliefs,,Values,,Philosophy,,Goals and Objectives,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
17,17,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,"Process of reaching solution to a problem which is based on family goals,",,,Assessment,,Reorganization,,Decision – Making,,Problem Solving,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
18,18,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,"To achieve a satisfying family life, each member is expected to live his role with corresponding ______________",,,loyalty,,responsibilities,,needs,,care,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,Agriculture and Fishery Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
19,19,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,Human resources which the family can use to achieve its goals,,,Energy,,Abilities and skills,,Knowledge,,all of the above,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
20,20,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,Earnings of corporations which are distributed among stocksholders,,,profit,,Retained earnings,,Stocks,,Dividends,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
21,21,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,Brings about a successful entrepreneurial activity,,,careful planning,,good luck,,big capital,,proper connection,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
22,22,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,"As an entrepreneur, he must be aware if his business is good. He must then identify a good business through?",,,"availability of supply, interest in business, capacity and skills",,pricing of the products and services,,human – resources oriented,,profit – oriented,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
23,23,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,"It is the profile of an entrepreneur’s intuitions, philosophy, ideals, perception and details of a planned project",,,Thesis,,Project proposal,,Project description,,Rationale,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
24,24,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,"Provides the entrepreneur information on market, sources and consumption of products and services",,,Consultancy assistance,,Organizational assistance,,Training assistance,,Marketing assistance,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
25,25,2,1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/1.pdf,There are agencies that provide counseling or consultancy serviced to entrepreneurs who have difficulty solving their own business problems,,,Technology and livelihood Center,,National Manpower and youth Council,,UP Institute of Small Scale Industries,,All of the above,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
26,1,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"A person who installs pipes, fixtures and other apparatus to convey and supply water in buildings and to dispose and discharge waste water.",,,Carpenter,,Plumber,,Mason,,Mechanic,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
27,2,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,It is a receptacle or vault used to collect organic waste discharged from the house sewer.,,,Septic tank,,Manhole,,Water tank,,Waste tank,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
28,3,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,The semi-liquid substance accumulated at the bottom of the septic tank.,,,Scum,,Sediment,,Sludge,,Silt,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
29,4,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,An underground tunnel that carries off the drainage and waste matter from a home or town is called:,,,Drainage system,,b. Fixture,,Sewerage,,d. Sewer,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
30,5,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,The pipe that conveys waste from various fixture other than from the water closet.,,,Waste pipe,,Soil pipe,,Vent pipe,,Drain pipe,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
31,6,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,It is a fitting or device that provides liquid seal to prevent the back passage of air.,,,Loop,,Fixture,,Sewer,,Trap,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
32,7,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,The tools used to tighten or loosen hexagonal fittings like unions and other metal fittings.,,,Pipe vise,,Pliers,,Wrenches,,Threader,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
33,8,1,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,The kind of fitting used to connect fixed pipe and fixtures is a ________.,,,Wye fitting,,Coupling,,Union fitting,,Reducer,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
34,9,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A fitting or device installed at the inlet of a water pump to prevent backflow of water.,,,Ball valve,,Check valve*,,Blackwater valve,,Gate valve,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
35,10,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,It is a device installed in water lines that can be closed or opened to allow installation or troubleshooting of fixtures.,,,Check valve,,Gate valve,,Ball valve*,,Float valve,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
36,11,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A schedule 40 pipe is:,,,Thicker than schedule 20,,Thicker than schedule 80,,Thinner than schedule 10,,None among the choices,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
37,12,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,What material is used to seal off threaded fittings to avoid leakage?,,,Masking tape,,Teflon tape,,Scotch tape,,Adhesive gum,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
38,13,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,What must be installed to prevent siphonage or backflow of the water seal in the drainage system?,,,Vent pipe,,Drain pipe,,Soil pipe,,Cleanout,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
39,14,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,Which of the following is NOT required by the National Plumbing Code?,,,Drainage pipe should be inclined properly for a downward gravity flow of water.,,Drainage pipe should be provided with adequate cleanout.,,No vent pipe is needed.,,All pipe joints must be well-fitted and tightly connected.,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
40,15,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,What is the ideal inclination of a horizontal waste pipe as recommended by the National Plumbing Code?,,,2% slope,,3% slope,,4% slope,,0% slope or level position,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
41,16,2,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"For purposes of troubleshooting in case of stoppage of flow, what must be installed in the pipe system?",,,Vent pipe,,Cleanout,,Drain,,Tee fitting,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
42,17,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,Plastic pipes are commonly used in water fixture installation nowadays. Which of the following is preferred?,,,Polyvinyl chloride (PVC)*,,Chlorinated PVC (CPVC),,Cross-linked polyethylene (PEX),,Polyethylene,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
43,18,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,The Plumbing Code on House Drain provides that there must be no more than two closets that shall discharge into a ________ pipe diameter.,,,3 inches or 75 mm,,80 mm,,less than 75 mm,,70 mm,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
44,19,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A metal or plastic fitting used to connect smaller pipe from a larger pipe.,,,Reducer,,Elbow,,Union,,Coupling,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
45,20,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"As a basic prerequisite for most plumbing project, what should be connected for each faucet, toilet, and fixtures?",,,Fixture shutoffs,,b. Main shutoffs,,Intermediate shutoffs,,Valves,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
46,21,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A plumber wants to tighten and loosen pipes. Which tool is appropriate?,,,Pipe cutter,,Flux,,Pipe wrench,,Butane torch,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
47,22,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A plumber wants to cut metal pipe. Which tool is appropriate?,,,Hacksaw,,b. Back saw,,c. Handsaw,,d. Drywall knife,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
48,23,3,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,Metal with semi-rigid auger whose end is usually fitted with a hook or corkscrew is called ________.,,,plumber's snake,,b. plunger,,valve,,d. bushing,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
49,24,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"If your toilet has trouble, you use rubber funnel-shape instrument attached to the end of the handle for unblocking. What is this tool?",,,plumber's snake,,valve,,plunger,,d. bushing,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
50,25,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,Which plumbing tool is used for gripping large pipes and irregular objects?,,,monkey wrench,,chain wrench,,yoke vise,,d. pipe wrench,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
51,26,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A plumber wants to create thread outside pipe by hand. Which tool is appropriate?,,,Pipe cutter,,Pipe threader,,Yoke vise,,Pipe wrench,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
52,27,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A plumber wants to cut pipes. Which holding tool is needed?,,,Vise grip,,Pipe threader,,c. Yoke vise,,Pipe wrench,,,,C,Correct answer sourced from the trailing answer key: C.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
53,28,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,A plumber wants to hold pipe by hand. What tool is needed?,,,Vise grip,,Pipe threader,,c. Yoke vise,,Pipe wrench,,,,A,Correct answer sourced from the trailing answer key: A.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
54,29,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"The following are good plumbing practices, EXCEPT:",,,rainwater harvesting,,water conservation,,gray water recycling,,d. excessive water consumption,,,,D,Correct answer sourced from the trailing answer key: D.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
55,30,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,Water contaminants are being forced back into the water piping system. Which term is referred to?,,,Water flow,,b. Back flow,,c. Pressure,,d. Harvesting,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,TLE General,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
56,31,4,2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/G. T L E/A. Q&A Drills/2.pdf,"The following are examples of plumbing fixtures, EXCEPT:",,,water closet,,b. drainage,,c. shower,,d. urinals,,,,B,Correct answer sourced from the trailing answer key: B.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.96,Ready for Upload,LET Secondary TLE Q&A drill. Correct answer sourced from trailing answer key.
