No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
11,11,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The Earth's inner core is composed mostly of:,,,Nickel and iron,,Oxygen and silicon,,Carbon and hydrogen,,Sodium and calcium,,,,A,Inner core composition.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
12,12,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Rocks formed by cooling of magma are called:,,,Sedimentary rocks,,Metamorphic rocks,,Igneous rocks,,Fossil rocks,,,,C,From cooled magma.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
13,13,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Fossils are mostly found in which type of rock?,,,Sedimentary,,Igneous,,Metamorphic,,Volcanic,,,,A,Contains fossil remains.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
14,14,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The theory that explains the movement of continents is:,,,Evolution,,Plate tectonics,,Big Bang,,Relativity,,,,B,Explains continental drift.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
15,15,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which natural phenomenon is measured using a seismograph?,,,Typhoon,,Earthquake,,Tornado,,Flood,,,,B,Measured by seismograph.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
16,16,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which planet has the most moons?,,,Earth,,Jupiter,,Saturn,,Neptune,,,,B,Has the most moons.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
17,17,2,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,A group of stars forming a pattern in the sky is called:,,,Constellation,,Galaxy,,Asteroid belt,,Meteor shower,,,,A,Star pattern in the sky.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
18,18,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The length of one year on Earth is based on its:,,,Rotation,,Revolution,,Orbit,,Axis tilt,,,,B,Defines one year.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
19,19,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,What causes lunar eclipses?,,,Earth between Sun and Moon,,Moon between Sun and Earth,,Sun between Earth and Moon,,Moon blocking the Sun,,,,A,Causes lunar eclipse.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
20,20,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The planet with the fastest rotation is:,,,Earth,,Jupiter,,Mars,,Neptune V. Biology and Life Sciences,,,,B,Fastest rotation.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
21,21,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The process by which cells divide to form two identical cells is:,,,Meiosis,,Mitosis,,Cytokinesis,,Binary fission,,,,B,Cell division for growth.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
22,22,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which part of the plant is responsible for photosynthesis?,,,Root,,Stem,,Leaf,,Flower,,,,C,Site of photosynthesis.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
23,23,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The hereditary material in cells is:,,,DNA,,Protein,,Enzyme,,Carbohydrate,,,,A,Genetic material.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
24,24,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which organ removes waste from the blood?,,,Liver,,Kidney,,Lungs,,Heart,,,,B,Filters waste from blood.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
25,25,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,An organism that makes its own food is called a:,,,Decomposer,,Consumer,,Producer,,Parasite,,,,C,Makes its own food.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
26,26,3,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Acid rain is primarily caused by emissions of:,,,Carbon monoxide,,Sulfur dioxide and nitrogen oxides,,Methane,,Chlorofluorocarbons,,,,B,Cause acid rain.,LET Secondary,General Science,Environmental Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
27,27,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The gradual increase in Earth’s temperature is known as:,,,Ozone depletion,,Global warming,,Acidification,,Deforestation,,,,B,Due to rising temperature.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
28,28,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,"The concept of “reduce, reuse, recycle” promotes:",,,Industrial growth,,Waste management,,Water pollution,,Energy waste,,,,B,Goal of 3Rs.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
29,29,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Deforestation contributes to:,,,More carbon absorption,,Increased soil erosion,,Cooler climate,,Stable water supply,,,,B,Deforestation impact.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
30,30,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which of the following is a nonrenewable resource?,,,Wind,,Coal,,Solar,,Biomass,,,,B,Nonrenewable energy source.,LET Secondary,General Science,Environmental Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
31,31,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The Coriolis effect causes:,,,Earthquakes,,Ocean currents and wind deflection,,Tides,,Volcanoes,,,,B,Caused by Coriolis effect.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
32,32,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The instrument used to measure humidity is:,,,Hygrometer,,Barometer,,Thermometer,,Rain gauge,,,,A,Measures humidity.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
33,33,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Warm ocean currents generally:,,,Cool nearby land,,Warm nearby land,,Have no effect,,Reduce rainfall,,,,B,Effect of warm currents.,LET Secondary,General Science,Electricity and Magnetism,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
34,34,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The process by which water vapor turns into liquid is called:,,,Condensation,,Evaporation,,Precipitation,,Transpiration,,,,A,Gas to liquid.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
35,35,4,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,A tropical cyclone in the Northwest Pacific is called a:,,,Hurricane,,Typhoon,,Tornado,,Monsoon,,,,B,Name for Pacific cyclone.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
36,36,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The dependent variable is the one that:,,,Is manipulated,,Is measured or observed,,Remains constant,,Is not included,,,,B,Definition of dependent variable.,LET Secondary,General Science,Science Pedagogy and Research,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
37,37,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The step in scientific inquiry that tests the hypothesis is:,,,Observation,,Experimentation,,Data analysis,,Conclusion,,,,B,Tests the hypothesis.,LET Secondary,General Science,Science Pedagogy and Research,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
38,38,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,A well-tested explanation supported by evidence is called a:,,,Hypothesis,,Theory,,Law,,Principle,,,,B,Evidence-supported explanation.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
39,39,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The main purpose of a control variable is to:,,,Increase error,,Keep consistency,,Change results,,Add variables,,,,B,Purpose of control variable.,LET Secondary,General Science,Science Pedagogy and Research,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
40,40,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Data presented in bar graphs usually represent:,,,Continuous data,,Categorical data,,Time series,,Percentages,,,,B,Represented by bar graphs.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
41,41,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Renewable energy that uses moving air is called:,,,Solar energy,,Wind energy,,Geothermal energy,,Biomass energy,,,,B,Uses moving air.,LET Secondary,General Science,Environmental Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
42,42,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Devices that convert chemical energy to electrical energy are:,,,Generators,,Batteries,,Solar panels,,Turbines,,,,B,Convert chemical to electrical energy.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
43,43,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The main component of natural gas is:,,,Methane,,Ethane,,Propane,,Butane,,,,A,Major component of natural gas.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
44,44,5,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Energy derived from the Earth’s internal heat is:,,,Geothermal energy,,Nuclear energy,,Solar energy,,Biomass energy,,,,A,From Earth’s internal heat.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
45,45,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,Which of the following is an example of biotechnology?,,,Composting,,Gene cloning,,Windmill operation,,Recycling,,,,B,Biotechnology application.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
46,46,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The shape of Earth’s orbit around the Sun is:,,,Circular,,Elliptical,,Parabolic,,Spiral,,,,B,Shape of Earth’s orbit.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
47,47,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The darkest part of a shadow during an eclipse is called the:,,,Umbra,,Penumbra,,Corona,,Axis,,,,A,Darkest shadow part.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
48,48,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The time taken for the Moon to complete one revolution around Earth is about:,,,7 days,,14 days,,27.3 days,,30 days,,,,C,One lunar revolution.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
49,49,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,The study of earthquakes is called:,,,Seismology,,Volcanology,,Meteorology,,Hydrology,,,,A,Study of earthquakes.,LET Secondary,General Science,Earth and Space Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
50,50,6,BSED General Science A.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science A.pdf,A star that suddenly increases in brightness and then fades is a:,,,Supernova,,Pulsar,,Black hole,,Nebula,,,,A,Exploding star.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
51,1,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,What is the unit of force in the SI system?,,,Joule,,Newton,,Watt,,Pascal,,,,B,SI unit of force.,LET Secondary,General Science,Mechanics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
52,2,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The momentum of an object depends on its:,,,Force and time,,Mass and velocity,,Energy and height,,Weight and acceleration,,,,B,Momentum = m × v.,LET Secondary,General Science,Mechanics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
53,3,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,A car accelerates uniformly from rest to 20 m/s in 5 seconds. Its acceleration is:,,,2 m/s²,,4 m/s²,,5 m/s²,,10 m/s²,,,,B,Acceleration = Δv/Δt.,LET Secondary,General Science,Mechanics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
54,4,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,What happens to an object’s potential energy when lifted higher?,,,It decreases,,It increases,,It remains constant,,It becomes zero,,,,B,Height increases potential energy.,LET Secondary,General Science,Mechanics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
55,5,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,A ball is thrown upward with a velocity of 10 m/s. What is its velocity at the top of its path?,,,10 m/s upward,,0 m/s,,9.8 m/s downward,,5 m/s,,,,B,"At the top, velocity is zero.",LET Secondary,General Science,Mechanics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
56,6,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,Heat transfer through direct contact is called:,,,Conduction,,Convection,,Radiation,,Reflection,,,,A,Heat transfer by direct contact.,LET Secondary,General Science,Thermodynamics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
57,7,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The temperature at which water boils at standard pressure is:,,,0°C,,50°C,,100°C,,212°C,,,,C,Boiling point of water.,LET Secondary,General Science,Thermodynamics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
58,8,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,What type of wave requires a medium to travel?,,,Electromagnetic,,Light,,Sound,,Gamma,,,,C,Needs a medium.,LET Secondary,General Science,Waves and Optics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
59,9,1,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The color of visible light with the shortest wavelength is:,,,Red,,Green,,Blue,,Violet,,,,D,Shortest wavelength.,LET Secondary,General Science,Waves and Optics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
60,10,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,Which of the following is an example of refraction?,,,Echo in a valley,,Bending of light in water,,Sound from a speaker,,Mirror reflection,,,,B,Refraction.,LET Secondary,General Science,Waves and Optics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
61,11,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The smallest particle of an element is called:,,,Atom,,Molecule,,Proton,,Neutron,,,,A,Basic unit of matter.,LET Secondary,General Science,General Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
62,12,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,Which of the following is an example of a chemical change?,,,Melting ice,,Evaporating alcohol,,Burning wood,,Breaking glass,,,,C,Chemical change forms new substances.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
63,13,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The atomic number represents the number of:,,,Neutrons,,Protons,,Electrons and neutrons,,Protons and neutrons,,,,B,Define atomic number.,LET Secondary,General Science,Atomic and Nuclear Physics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
64,14,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,Which law states that matter is neither created nor destroyed in a chemical reaction?,,,Law of Conservation of Mass,,Law of Definite Proportions,,Law of Multiple Proportions,,Law of Motion,,,,A,Matter cannot be created or destroyed.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
65,15,2,BSED General Science B.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - General Science-/BSED General Science B.pdf,The molecular formula of table salt is:,,,H₂O,,CO₂,,NaCl,,NH₃,,,,C,Common salt formula.,LET Secondary,General Science,Chemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary General Science major. Correct answer sourced from source PDF answer key.
