No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
1520,1,1,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Development and learning proceed at varying rates from child ti child, as well as at uneven rates across different areas of the child’s functioning. (NAEYC 2009)",,,,,,,,,,,,,,,Both,Professional Education,Child Development,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1521,2,1,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Development and learning is maximized when learners are challenged to achieve at a level just above their current level of mastery, and also when they have many opportunities to practice newly acquired skills.",,question_image_page_01_q2,,,,,,,,,,,,,Both,Professional Education,Physics,Cannot Determine,Yes,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually."
1522,3,1-2,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Differentiated instruction is a student-centered approach that aims to match the learning content, activities and assessment to the different characteristics, abilities, interest and needs of the learners. An effective teacher remembers that the learners have different levels of ability, and clearly level lets them know that their strengths are recognized and that everyone has the chance to learn and succeed. The teacher helps create a learning community where everyone can work together and contribute regardless of their abilities and capacities. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 FS 1 FIELD STUDY LearningEpisode (focusing on different level of abilities) My Map To realize my Intended Learning Outcomes, I will work my way through these steps. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 1. Identify two or more learners of different abilities but from the same grade of year. 2. Find out some information about their background.",,question_image_page_01_q3,,,,,,,,,,,,,Both,Assessment of Learning,Assessment Tools,Cannot Determine,Yes,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually."
1523,3,2,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,Observe them as they participate in a classroom activity and how the teacher address their needs.,,,,,,,,,,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1524,4,2-3,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Write a narrative report and a brief reflection on your experience. My Tools Use the activity form provided for you to document your observations. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 Read the following carefully before you begin to observe. Then write your observation report on the space provided on the next page. 1. Observe the class to see the differences in abilities of the learners. 2. Try to identify the students who seem to be performing well and those that seem to be behind. 3. Validate your observations by asking teacher about the background (family, socio - economic, presence of some learning disability, etc.) of these children.",passage_page_02_q4,,,,,,,,,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1525,4,3,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Observe the behavior of both the high achieving and low achieving learners. Note their dispositions, pace in accomplishing tasks, interaction with teacher, and interaction with others.",,,,,,,,,,,,,,,Both,Professional Education,Educational Psychology,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1526,5,3-10,06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/06. FS 1 EPISODE 5 FOCUSING ON DIFFERENT LEVEL OF ABILITIES.pdf,"Observe the teacher’s method in addressing the individual learning needs of the students in his/her class. An Observation Guide for the learners’Characteristics OBSERVATION REPORT Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 Name of the School Observed: Governor Ferrer Memorial National Highschool - Buenavista Annex School Address: Buenavista 2, General Trias, Cavite Date of Visit: July 29,2015 There are different abilities of the learners are that I saw. First, there are learners that can easily understand the teacher's question while the others are not, especially the boys seated at the back, Another is, when the teachers said that they need to be quiet, they follow their teacher. The students in the front are more active than the students at the back though the students at the back can answer the teacher's question they need to be called first, while the students in the front raising their hands immediately when their teacher give the question. Based on their teacher, the student or boys at the back is really naughtier than the students in front. The teacher really need to focus on them especially on their studies because among all the students in that section, they are not totally fast learners. Obviously, high achieving students are more active in class than in the low achieving students. On their group work, the high achieving learners can finish their work faster than in Low achieving learners. They also interact with their teacher often than in Low achieving learner. My Analysis 1. Did your observation match the information given by the teacher? Where you able to correctly identify who among the students performed well and who did not? what behaviors helped you identify them? (Volunteering to answer, responding to teacher’s directions, etc.) One of the behaviors that helps me to identify the difference of the student is based on volunteering to answer the teachers’ questions. I observed that the students in front to middle is more active to answer than the students at the back, they can't totally understand the lesson and for me the reason is that the teacher cannot see that they are only chatting with their seatmates. 2. Describe the differences in ability levels of the students in class. Is there a wide gap between the students who are performing well and those that are not? For me, there is only a small gap between two kinds of students, because they only differ in volunteering in answering the teacher's question. Because, as I can see, they were both able to answer the question. Also the both students are both following the teacher's instruction. 3. Describe the methods used by the teacher in handling the students’ differences in abilities. How did the students respond to the teacher? Did the teacher use differentiated instruction? If yes, describe how. The teacher didn't discriminate the students, she gives good feedback to students even if the students answer are not precisely correct. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 My Reflection/Insights 1. Recall the time when you were in the elementary or highschool. Recall the high and low achievers in your class. How did your teacher deal with differences in abilities? Was your teacher effective? When I was in elementary, my teachers treated us fairly. They were helping us on the subject or topic that is difficult or hard for us to understand. They were very approachable, especially on the topic that we can't really understand. By their action, I really admire them. While when I was in high school, my other teacher treats us very different. The high achievers and the low achievers are separate sections.And as I experience, the lesson in sectionA is more advanced than in the lower sections. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 2. Integrating Theory and Practice Directions: Read the items given below and encircle the correct answer. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 1. Read the following comments by the teacher. Which of these comments will most likely make a child try harder, rather than give up?",passage_page_03_q5,,Allowing children to show that they learned the stages of mitosis in a way where they feel most comfortable,,Allowing children to show that they learned the stages of mitosis in a way where they feel most comfortable except by lecturing,,"Preparing two different sets of examination, one for the fast learners and another for the slow learners.",,"Applying to sets of different standards. My Learning Portfolio With the principle of individual differences in mind, what methods and strategies will you remember in the future to ensure that you will be able to meet the needs of both the high and low achievers in your class? Make a collection of strategies on how to address the students’ different ability levels. In the future, as I will be teaching in the next generation. One of the strategy that I will use is treating my students fairly. I will not move on to the next topic, if the low achiever learners didn't understand the previous lesson. I will not also discriminate both of them that can make their self confidence down. I will treat them fair because all of them deserve an equal treatment. Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 My Learning Rubric Field Study 1, Episode 5 - Individual Differences and Learners’Interaction (focus on different ability levels) Focused on: identifying the need of students with different levels of abilities in the classroom Choosing effective strategies to address the diverse needs of the learners Name of FS Student Alexa Jean Q. Colocado Date Submitted: September 24, 2015 Year & Section: Second Year/ SED201 Course: BSE-ENGL Learning Episodes Exemplary Superior Satisfactory Needs Improvement LearningActivities All episodes were done with outstanding quality; work exceeds All or nearly all episodes were done with high quality Nearly all episodes were done with acceptable quality Fewer than half of episodes were done; or most objectives were met but need improvement Analysis of the Learning Episode All questions/episodes were answered completely; in depth answers; thoroughly grounded on theories. Exemplary grammar and spelling Analysis question were answered completely. Clear connections with theories Grammar and Spelling are superior Analysis questions were not answered completely. Vaguely related to the theories Grammar and spelling acceptable Analysis were not answered. Grammar and spelling unsatisfactory Reflection/Insights Reflection statements are profound and clear; supported by experiences from the learning episodes Reflection statements are clear; but not clearly supported by experiences from the learning episodes Reflection statements are shallow; supported by experiences from the learning episodes Reflection statements and unclear and shallow and are not supported by experiences form learning episodes Learning Portfolio Portfolio is complete, clear, well-organized and all supporting; documentations are located in sections clearly designated Portfolio is complete, clear, well-organized and most supporting; documentations area available and logical and clearly marked locations Portfolio is incomplete; supporting documentation are organized but are lacking Analysis question were not answered Grammar and spelling unsatisfactory Submission of Learning Episodes Submitted before the deadline Submitted on the deadline Submitted a day after the deadline Submitted two days or more after the deadline COMMENT/S Over-all Score Rating: (Base on transmutation) TRANSMUTATION OF SCORE TO GRADE/RATING Score 20 19-18 17 16 15 14 13-12 11 10 9-8 .7-below Grade 1.0 1.25 1.5 1.75 2.00 2.25 2.50 2.75 3.00 3.5 5.00 99 96 93 90 87 84 81 78 75 72 71-below ___________________________ _________________ Signature of FS Teacher Date Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5 My Learning Rubric Field Study 1, Episode 5 - Individual Differences and Learners’Interaction (focus on different ability levels) Focused on: identifying the need of students with different levels of abilities in the classroom Choosing effective strategies to address the diverse needs of the learners Name of FS Student Alexa Jean Q. Colocado Date Submitted: September 24, 2015 Year & Section: Second Year/ SED201 Course: BSE-ENGL Learning Episodes Exemplary Superior Satisfactory Needs Improvement LearningActivities All episodes were done with outstanding quality; work exceeds All or nearly all episodes were done with high quality Nearly all episodes were done with acceptable quality Fewer than half of episodes were done; or most objectives were met but need improvement Analysis of the Learning Episode All questions/episodes were answered completely; in depth answers; thoroughly grounded on theories. Exemplary grammar and spelling Analysis question were answered completely. Clear connections with theories Grammar and Spelling are superior Analysis questions were not answered completely. Vaguely related to the theories Grammar and spelling acceptable Analysis were not answered. Grammar and spelling unsatisfactory Reflection/Insights Reflection statements are profound and clear; supported by experiences from the learning episodes Reflection statements are clear; but not clearly supported by experiences from the learning episodes Reflection statements are shallow; supported by experiences from the learning episodes Reflection statements and unclear and shallow and are not supported by experiences form learning episodes Learning Portfolio Portfolio is complete, clear, well-organized and all supporting; documentations are located in sections clearly designated Portfolio is complete, clear, well-organized and most supporting; documentations area available and logical and clearly marked locations Portfolio is incomplete; supporting documentation are organized but are lacking Analysis question were not answered Grammar and spelling unsatisfactory Submission of Learning Episodes Submitted before the deadline Submitted on the deadline Submitted a day after the deadline Submitted two days or more after the deadline COMMENT/S Over-all Score Rating: (Base on transmutation) TRANSMUTATION OF SCORE TO GRADE/RATING Score 20 19-18 17 16 15 14 13-12 11 10 9-8 .7-below Grade 1.0 1.25 1.5 1.75 2.00 2.25 2.50 2.75 3.00 3.5 5.00 99 96 93 90 87 84 81 78 75 72 71-below ___________________________ _________________ Signature of FS Teacher Date Individual Differences and Learners’Interaction (focusing different levels of abilities) | LEARNING EPISODE 5",,,,,,Both,Professional Education,Teaching Strategies,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1527,1,3,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"Make a general observation of the learner. Describe him in each of the domains of development:  The learner is chubby and she is a tall girl and based on her, she has a low level of physical activity.  She is a friendly and mostly like by others.  Based on her, she cries easily, but a happy person.  On her cognitive appearance, she appears to understand lessons and always copes with the lesson. Interview the Teacher",,,,,,,,,,,,,,,Both,Professional Education,Educational Psychology,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1528,1,3,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"What are the most noticeable characteristics of the learner? (emotional disposition, behavior and discipline, sense of responsibility, study habits, academic performance, relationship with peers, relationship with adults, social adjustment)  Based on her teacher, the learners behavior and discipline in the classroom is the noticeable characteristics of the learner.",,,,,,,,,,,,,,,Both,Professional Education,Educational Psychology,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1529,2,3,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"How does the teacher communicate with the parents? How often? What do they discuss? Agree on?  The teacher communicates with the learners, parents by attending the (PTA) Parents and Teacher Association Meeting and (PTC) Parents and Teacher Conference. Interview with Parents 1. Conduct a home visit, once there, observe the home set-up. (Home is orderly, family pictures in the living room, etc.)",,,,,,,,,,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1530,2,3-8,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"Use the interview questions on the next page. Just ask the questions with which you feel comfortable. An Observation/Interview Guide for Home-School Link Suggested Parent Interview Guide Your teacher may ask you to use a more detailed interview guide. Be free to translate the questions, if necessary. Home-School Link | LEARNING EPISODE 6 Home-School Link | LEARNING EPISODE 6 Name of Learner: Althea Colleene Mendoza Fortuno Date of Birth: December 29, 1999 Grade/Year Level: Grade 10 Age: !5 years old Number of Siblings: 1 Gender: Female Birth Order: 2nd (youngest) Parents: Mother: Ronaliza Fortuno Age: 39 years old Occupation: Factory Worker Educational Attainment: 1st Year College Father: Psalm Fortuno Occupation: OFW Educational Attainment: Highschool Graduate Learner’s Physical Aspect: Health Mother’s Health During pregnancy with the learner:  Her mother has an asthma during her pregnancy with the learner. Ailments or health problems of the learner as a child:  As a child until now, the learner has an asthma. Age of the learner when she started to walk/talk:  The learner started to talk when she is 6 months and started to walk when she is 1 year old. Food preferences of the learner as a child and at present:  The learner prefers to eat fruits and soft foods. Who took care of him/her as a child?  Her mother took care of her as a child. Learner’s Social Aspect: Describe your child’s sociability (friendly, outgoing or shy, loner)  The learner is a loner type of person. Who were the learner’s playmates?  The learner’s playmates is her cousins. As a child then, was he/she allow to play outside?  As a child, she is not allowed to play outside because of her asthma. Is he/she allowed to go out with friends? Now that she has grown, she is allowed to go out with her friends. Do you have rules for him/her to follow regarding going out? Yes What are these rules? Go home early. Emotional-Moral What are your expectations of your child? After you have gathered all the necessary data. Write the learner’s development profile using the outline below. Type all the profile in a separate sheet and attached to this learning episode. THE LEARNER’S DEVELOPMENT PROFILE (OUTLINE) Home-School Link | LEARNING EPISODE 6 The Learner’s Development Profile Name of the Learner Althea Colleene Mendoza Fortuno School Governor Ferrer Memorial National Highschool - Buenavista Annex Data of Home Visit September 9, 2015 Date of Birth: December 29, 1999 Age: 15 Years Old Grade/Year Level: Grade 10 Gender: Female Family Profile Number of Siblings: 1 Birth Order: 2nd (youngest) Parent Mother Ronaliza Fortuno Age: 39 Years Old Occupation: Factory Worker Educational Attainment: 1st Year College Father: Psalm Fortuno Occupation: OFW Educational Attainment: Highschool Graduate Physical Development In paragraph form, describe the physical development of the learner. Combine the teacher’s responses, and your own observation. Social Development In paragraph form, describe the social development of the learner. Combine the teacher’s responses, and your own observation. Emotional-Moral Development In paragraph form, describe the emotional-moral development of the learner. Combine the teacher’s responses, and your own observation. Cognitive Development In paragraph form, describe the cognitive development of the learner. Combine the teacher’s responses, and your own observation. Findings Write here your salient findings about the learner. Conclusions Write your conclusions after you have analyzed the impact of the school and the home on the learner’s development. The questions in the portion of this learning episode can help you. Recommendations Write your recommendations. Home-School Link | LEARNING EPISODE 6 Physical Development She has an asthma, and I think she got that from her mother, because during the pregnancy of her mother she has also had an asthma. She started to talk when she was 1 year old. For me, she is a fast learner, but her health is not good unlike the other child. Social Development She is a loner type, because she is not allowed to play outside because of her asthma. Her playmates are only her cousins and she is not allowed to play a street game. When she grew up, she is allowed to go outside but there are some rules that are to follow. Emotional-Moral Development The learner do not hide secrets to her mother, that's why when she has a problem, her mother was always there to comfort her and give her motivations to continue her life. She also let her child know her mistake and sometimes give her punishment to discipline her. Cognitive Development The learners interest is in the academic track than in sports, She gave more focus in the academic track, especially on her favorite subject Math, and based on her she is not good in English subject. Her mother monitor her school performance by attending the Parents and Teachers Conference. Findings As I observe, the learner don't have a good health because she has an asthma. She is also a loner type of children because she is not allowed to play outside because of her health. She is focusing on her studies than hanging out with her friends. Conclusions The learner's health has a great impact on her socio - emotional development. Recommendations For me, I strongly recommend that let the learner interaction with others, so that the learners would not be a loner. And also let her join in some physical exercise in school so that her physical health will improve. My Analysis Your findings and recommendations in the Learner Development Profile will help you answer the questions here. 1. From your home visit and interview, what do you think is the style of parenting experienced by the learner? Explain your answer. For me, I think her mother is too protective in raising her daughter because of her health.",passage_page_03_q2,,,,,,,,,,,,,,Both,English,Reading Comprehension,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1531,2,8,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"Relating your data with what you learned from child development, what family factors do you think contribute to the development and over-all adjustment of the learner in school? One of the factors I think is the separation of he parents that's why she is a loner type of person, also other family members have also asthma so that they were too protective to the learner, and it has an affect on the social development of the child.",,,,,,,,,,,,,,,Both,Professional Education,Child Development,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1532,3,8-9,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,"Does the communication between the home-school have an effect on the learner? If yes, what are these effects? Our parents are our first teachers that taught us very well to cope up with the outside world we will be dealing with. Home-School Link | LEARNING EPISODE 6 My Reflection/Insights 1. Recall the time when you were in the elementary or highschool. Recall the high and low achievers in your class. How did your teacher deal with differences in abilities? Was your teacher effective? When I was in elementary, my teacher treats us fairly. They were helping us on the subject or topic that is difficult or hard for us to understand. They were very approachable, especially on the topic that we can't really understand. By their action, I really admire them. While when I was in high school, my other teacher treats us very different. The high achiever and the low achiever are separate section. And as I experience, the lesson in sectionA is more advanced than in the lower section. 2. As a future teacher, how you establish good home-school collaboration? How can you work well with the parents> how can you help them? How can they help you? As a future teacher, I will talk to the parents often to report there children's performance in school. It can help them to know the weaknesses of their child so that they can help their child and to have a good relationship between them, It can help me because if there are guidance of the parents, the students are going to be active in class. Home-School Link | LEARNING EPISODE 6",,,,,,,,,,,,,,,Both,Professional Education,Teaching Strategies,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1533,3,9-10,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,Integrating Theory and Practice Directions: Read the items given below and encircle the correct answer. Home-School Link | LEARNING EPISODE 6 1. Which are most likely the kind of children raised by authoritarian parents? I. Fearful II. Inhibited III. Hostile IV. Withdrawn,passage_page_09_q3,,Relates well to classmates,,Is suspicious of others,,Quarrels often with classmates,,Has low level of independence,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1534,3,10-12,07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/07. FS 1 EPISODE 6 HOME SCHOOL LINK.pdf,Which parenting style/s contribute/s to the development of children who have low level of responsibility?,,,Authoritarian,,,,Permissive B.Authoritative,,"Neglecting and permissive My Learning Portfolio Home-School Link | LEARNING EPISODE 6 1. H- ouse with a good behavior O- f the family M- anage her children to good E- environment values or in the learning S- tudents learning should be C- confine by teachers to parent through a H- ome school link in O- rder to have supervision O- n the learning of the students that shapes L- ife to the L- learning in I- ndividual mistakes and success N- urture us to be K- nowledge as we going to our journey My Learning Rubric Field Study 1, Episode 5 - Home - School Link Focused on: describing he influencing factors in the home environment that affect the students’learning Identifying effective strategies on how teachers can work together with the family Name of FS Student Alexa Jean Q. Colocado Date Submitted: Year & Section: Second Year/ SED201 Course:BSE-ENGL Learning Episodes Exemplary Superior Satisfactory Needs Improvement LearningActivities All episodes were done with outstanding quality; work exceeds All or nearly all episodes were done with high quality Nearly all episodes were done with acceptable quality Fewer than half of episodes were done; or most objectives were met but need improvement Analysis of the Learning Episode All questions/episodes were answered completely; in depth answers; thoroughly grounded on theories. Exemplary grammar and spelling Analysis question were answered completely. Clear connections with theories Grammar and Spelling are superior Analysis questions were not answered completely. Vaguely related to the theories Grammar and spelling acceptable Analysis were not answered. Grammar and spelling unsatisfactory Reflection/Insights Reflection statements are profound and clear; supported by experiences from the learning episodes Reflection statements are clear; but not clearly supported by experiences from the learning episodes Reflection statements are shallow; supported by experiences from the learning episodes Reflection statements and unclear and shallow and are not supported by experiences form learning episodes Learning Portfolio Portfolio is complete, clear, well-organized and all supporting; documentations are located in sections clearly designated Portfolio is complete, clear, well-organized and most supporting; documentations area available and logical and clearly marked locations Portfolio is incomplete; supporting documentation are organized but are lacking Analysis question were not answered Grammar and spelling unsatisfactory Submission of Learning Episodes Submitted before the deadline Submitted on the deadline Submitted a day after the deadline Submitted two days or more after the deadline COMMENT/S Over-all Score Rating: (Base on transmutation) TRANSMUTATION OF SCORE TO GRADE/RATING Score 20 19-18 17 16 15 14 13-12 11 10 9-8 .7-below Grade 1.0 1.25 1.5 1.75 2.00 2.25 2.50 2.75 3.00 3.5 5.00 99 96 93 90 87 84 81 78 75 72 71-below ___________________________ _________________ Signature of FS Teacher Date Home-School Link | LEARNING EPISODE 6",,,,,,Both,Professional Education,Child Development,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
1535,1,1,10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,"A school usually sets up a center which will provide valuable support to the teaching- learningprocess.Overthe years the name of this centerhas evolved. Some of the names are Audio-Visual Center, Media and Technology Resource Center, Teaching-Learning Technology Department, orSimply LearningResource center.",,,,,,,,,,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1536,2,1,10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,"Withthe veryfastdevelopmentofinformation and communications technology (ICT), the naturaloutcomewastheever-expandinginterface between the traditional library and ICT both in terms of hardware and software systems and applications.",,,,,,,,,,,,,,,Both,Information and Communication Technology,ICT in Education,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1537,3,1-2,10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,"Schools may have different set-ups when it comes to a LearningResource Center(LRC). SomehavereplacedthetermlibrarywithLRC.Somehaveaseparatelibrary,LRCand Audio Visual orMediaCenter. Some justhave the LRCboth forteachers and students. FS 3 FIELD STUDY Learning Episode LEARNINGEPISODE1- The School’s Learning Resource Center",,,,,,,,,,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
1538,4,2,10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/4. FIELD STUDY/10. FS 3 EPISODE 1 THE SCHOOL_S LEARNING RESOURCE CENTER.pdf,"The common purpose among these centers is to provide print, audio-visual and ICT resources to supportthe teaching-learningprocess.",,,,,,,,,,,,,,,Both,Information and Communication Technology,ICT in Education,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
