No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
11,111,1,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,The Greek alphabet is adapted from the consonantal writing developed by the,,,Phoenicians,,Assyrians,,Babylonians,,Hebrews,,,,A,Answer key: A,LET Secondary,English,Discourse and Writing,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
12,112,1,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which of the following is Carlos Bulosan’s celebrated autobiography?,,,Falling Leaves,,The laughter of My Father,,America is in the Heart,,Footnote to Youth,,,,C,Answer key: C,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
13,113,1,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"The type of novel which became popular, in the 18th century is .",,,Religious,,Picaresque,,Epistolary,,Gothic,,,,B,Answer key: B,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
14,114,1,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Who died at the end of Iliad?,,,Achilles,,Agamemnon,,Menelaus,,Ballad,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
15,115,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which of the following is NOT a lyric poem?,,,Ode,,Sonnet,,Elegy,,Ballad,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
16,116,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,The most authentic record of Confucian teaching form which the Tao or Way was learned the correct principles of governing both self and state is .,,,Tu Fu,,Analects,,Shih Ching,,Tao-te Ching,,,,B,Answer key: B,LET Secondary,English,English Language Teaching,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
17,117,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What literacy movement in American literature examines life as it is?,,,Romanticism,,Realism,,Puritanism,,Naturalism,,,,B,Answer key: B,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
18,118,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,“The Tale of Genji” was written by .,,,Akutagawa Ryunosuki,,Lady Murasoki Shokibu,,Kawabata Syaonari,,Lady Murasaka,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
19,119,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Madame Bovary is considered as the best example of French .,,,Realism,,Naturalism,,Existentialism,,Symbolism,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
20,120,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What is the English translation of Rabindranath Tagore’s “Gitanjail”,,,Patriotic Hymns,,Devotional Songs,,Song of Offerings,,Songs Caesar,,,,C,Answer key: C,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
21,121,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Who of the following Romans was never emperor?,,,Catullus,,Claudius,,Caligula,,Juluis Caesar,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
22,122,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which is NOT a work of Leo Tolstoy?,,,Father and Sons,,The Death of Ivan Illyach,,War and Peace – Tolstoy,,Anna Karenina,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
23,123,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"Which of the following cities was NOT a center of government, religion and culture in the third millennium B.C.?",,,Babylon,,Baghdad,,Nineveh,,Thebes,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
24,124,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Who among these writers is famous for using local color in his stories?,,,Manuel Arguilla,,Carlos Bulosan,,F. Sionel Jose,,Juan,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
25,125,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What narrative poem tells of the heroic exploits of great heroes?,,,Romance,,Ballad,,Epic,,Lyric,,,,C,Answer key: C,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
26,126,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"If Divine Comedy is characterized by absolute faith in a single truth, what best characterizes Boccaccio’s Decameron?",,,An equally devout reference for this truth,,A complete negation of Christian doctrine,,Characteristics of the merchant class,,A sexual libertinism that seeks to revive the great pleasures of Ancient Rome,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
27,127,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"Time is a pair scissors And life, a bolt of brocade When the lost section is done The scraps are committed to a bonfire The key idea expressed in the stanza above is the .",,,Transitoriness of life,,Cruelty of time,,Beauty of life,,Destruction of beauty,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
28,128,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which of the following literacy genre was used to express social protest during the early days of American regime?,,,Zarsuela,,Comedia,,Cenaculo,,Duplo,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
29,129,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"In Homer’s epic, who kept Odysseus on her Island for seven years?",,,Athena,,Calypso,,Helen,,Penelope,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
30,130,2,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Who wrote “Mga Ibong Mandaragat”?,,,Amado V. Hernandez,,Lualhati Bautista,,Virgilio Almario,,Edgardo Reyes,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
31,131,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,A distinct of poetry during the age of modernism is .,,,Measure,,Blank verse,,Free verse,,Rhyme,,,,C,Answer key: C,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
32,132,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Her way of speaking is as entertaining as a laundry list “is an example of .,,,Simile,,Metaphor,,Hyperbole,,Onomatopoeia,,,,A,Answer key: A,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
33,133,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which short narrative poem is intended to be sung?,,,Ballad,,Lyric,,Epic,,Romance,,,,A,Answer key: A,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
34,134,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What is the usual ending of a Comedia?,,,Death of the prince,,Victory of Muslims,,Death of the queen,,Victory of Christians,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
35,135,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,The period of American Renaissance gave birth to.,,,Romanticism,,Naturalism,,Transcendentalism,,Realism,,,,C,Answer key: C,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
36,136,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"“Yes, thou shalt die, And lie Dump in the tomb; Nor of thy name Shall these be any fame” =To An Uncultured Lesbian Woman= =Sappho= What does the person tell the lesbian woman about her death?",,,She will not be famous in death,,She will find peace,,She will be placed in a tomb,,She will be forgotten,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
37,137,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,The Ifugao hero who was immortalized in the epic Hudhud is _.,,,Lumawig,,Duluyan,,Banna,,Aligayon,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
38,138,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Who among the following is known as the Indian Shakespeare?,,,Kalidasa,,Khagyam,,Tagore,,Sadi,,,,A,Answer key: A,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
39,139,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What conventions or earlier literary and artistic cycle style do both realism and naturalism oppose?,,,Classicism,,Romanticism,,Symbolism,,Neoclassicism,,,,B,Answer key: B,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
40,140,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What work of Geoffrey Chaucer is regarded as the first collection of short stories in English literature written in poetic form?,,,Canterburry Tales,,Decaeron,,Iliad,,Beowulf,,,,A,Answer key: A,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
41,141,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,The Homeric poems greatly influenced the development of Greek civilization. Which of the following best supports this statement?,,,The Greek became great warriors,,The great epic characters became models of conduct for later generations of the Greeks,,The Olympian gods were worshipped,,The Greek became good architects,,,,B,Answer key: B,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
42,142,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,What is the function of the Filipino folk narratives?,,,To ward off evil spirits,,To explain natural phenomena,,To teach proper behavior,,To honor the gods,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
43,143,3,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which of the following best describes the differences between figures that Dante encounters in the three canticles of the Divine Comedy?,,,"In Inferno, they become more corporeal as Dante descends in the lower circles",,"In Purgatorio, they have corporeal shape but not corporeal",,"In Paradiso, they have neither boodles nor images but simply lights, and In Purgatorio they have corporeal shape but not corporeal substance and Inferno, they become more corporeal as Dante descends into the lower circles",,"In Paradiso, they have neither bodies nor images but not corporeal substance",,,,C,Answer key: C,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
44,144,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which two groups are at war in the Iliad?,,,Trojans and Macedonians,,Trojans and Achaens,,Trojans and Minoans,,Trojans and Phaeacians,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
45,145,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"AFRICA Africa, my Africa Africa or proud warriors In ancestral savanna Africa of whom my grandmother sings -David Diop These lines above describe as Africa that is .",,,Free and beautiful,,Mysterious and unexplored,,War town and undeveloped,,Primitive and uncivilized,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
46,146,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"Below is a sentence from DON QUIXOTE: In a village of La Mancha a name of which I have no desire to recall, there lived not so long ago one of those gentlemen who always have a lance in the rock, an ancient buckles, a skinny nag and a greyhound…. Which question should you ask if you reading it at a LITERAL LEVEL?",,,Is there a figurative language used?,,Which word will lown?,,What are the figurative language and sound techniques used?,,Which technique creates humor?,,,,C,Answer key: C,LET Secondary,English,Reading Comprehension,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
47,147,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,"read the poem, 25th HIGH SCHOOL REUNION by Linda Pastan and answer the questions that follows. We come to hear the endings of all the stories in our anthology of false starts: how the girl who seemed as hard as hails was the girl who seemed as hard nails was hammered into shape, how the athletes ran Out of races; How skulls rise To the surface Like rocks in the bed Of a drying stream. Look! We have all Turned into Ourselves. After reading the poem at the THIRD LEVEL, which question should be asked?",,,What were their transformations after 25 years?,,Who is speaking in the poem?,,What happened during the reunion?,,What is meant by the comparison under the skin/ our skull rise /to the surface/ like rocks in the bed/ of a drying stream”?,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
48,148,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which question should be asked when the poem is read at the FIRST LEVEL?,,,Who attended the 25th high school reunion?,,What language is used in the poem?,,Why were their faces as sharp and pointed as the rocks?,,To what are the once-young students compared?,,,,A,Answer key: A,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
49,149,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which is the lowest of comprehension?,,,critical comprehension,,critical evaluation,,literal comprehension,,integration,,,,C,Answer key: C,LET Secondary,English,Reading Comprehension,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
50,150,4,BSED English Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part1.pdf,Which is the highest level of comprehension?,,,Literal comprehension,,Critical evaluation,,Critical comprehension,,Integration,,,,B,Answer key: B,LET Secondary,English,Reading Comprehension,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
51,1,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Raul S. Manglapus once said: I have done this against the advice of a friend. He felt that since I would speak of Filipino movies.. I should instead begin by making you cry. Which Filipino character is demonstrated in his speech?,,,“Kanya-Kanya” syndrome,,“Hiya “,,“Palakasan at pataasan”culture,,“Utang-na-loob”,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
52,2,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Which BEST described the READING AND THE WRITING PROCESSES?,,,The stages occur in sequence,,The arrangement implies that the different language arts develop separately,,The different stages merge and repeat,,"Children different mental process for reading, listening, talking and writing",,,,C,Answer key: C,LET Secondary,English,Reading Comprehension,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
53,3,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Identify the poem from the lines are taken: Have glimpse that would make me less forlorn; Have sight of Proteus rising from the sea; Or hear old Triton blow is wreathed horn,,,Auguries of Innocence,,God Moves in a Mysterious Way,,Elegy Written in a Country Churchyard,,The World is Too Much With Us,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
54,4,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Identify the author of the poem torn which the following lines are taken: O is she rosely loved is she lovely rosed O is she lovely sung as sea-shells?,,,Fernando M. Maramag,,Mauro Mendez,,Natividad Marquaez,,Jose Garcia Villa,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
55,5,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,"Who said, “These are the times that try men’s souls?”",,,James Madison,,Thomas Paine,,Benjamin Franklin,,Thomas Jefferson,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
56,6,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Who wrote the novel WAR AND PEACE?,,,Spencer,,Turgenew,,Shaw,,Tolstoy,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
57,7,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,Identify the play from which the lines are take: All that glitters is not gold; Often you have heard that told; Many a man his life hath sold But my outside to behold; Glided tombs do norms enfold.,,,MECHANT OF VENICE,,HAMLET,,AS YOU LIKE IT,,MACBETH,,,,A,Answer key: A,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
58,8,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,"WHO SAID, “Ask not what tour country can do for you, but what you can do for you country?”",,,Richard M. Nixon,,John F. Kennedy,,Dwight,,Lyndon,,,,B,Answer key: B,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
59,9,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,"Identify the poem from which the stanza is take: Trust no future, howe’er pleasant Let the dead Past bury its dead! Act-act in the living Present Heart within, and God o’erhead",,,HYMN TO THE NIGHT,,THE CROSS OF SHOW,,MY LOST YOUTH,,A PSALM OF LIFE,,,,D,Answer key: D,LET Secondary,English,Literature,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
60,13,1,BSED English Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - English-/BSED English Part2.pdf,"What does William Norris want you to do in his ZIP THE LIP? If your lips would keep from slips. Five things observe with care; To whom you speak; of whom you speak And how, when, and where",,,To be truthful,,To be sincere,,To show kindness,,To observe confidentiality,,,,D,Answer key: D,LET Secondary,English,English,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary English major. Correct answer sourced from source PDF answer key.
