No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
11,11,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The act of buying and selling goods for profit is called:,,,Commerce,,Retailing,,Marketing,,Trading,,,,D,Act of buying and selling for profit.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
12,12,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,“SWOT analysis” stands for:,,,"Strategy, Work, Organization, Team",,"Strengths, Weaknesses, Opportunities, Threats",,"Sales, Workforce, Objectives, Targets",,"Skills, Worth, Output, Trends",,,,B,Meaning of SWOT.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
13,13,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which term refers to the money used to start a business?,,,Interest,,Capital,,Profit,,Revenue,,,,B,Money used to start a business.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
14,14,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which is NOT a fixed expense?,,,Rent,,Salary,,Utilities,,Raw materials,,,,D,"Variable, not fixed expense.",LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
15,15,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which of the following best describes a cooperative?,,,Owned by one person,,Owned by the government,,Owned by members who share profits,,Owned by stockholders,,,,C,Cooperative’s main feature.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
16,16,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The government agency that regulates labor standards is:,,,DOLE,,DTI,,DA,,SEC,,,,A,Regulates labor and employment.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
17,17,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,What document is needed for taxation purposes?,,,Business permit,,BIR registration,,Barangay clearance,,Mayor’s permit,,,,B,Required for taxation.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
18,18,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The difference between income and expenses is:,,,Capital,,Profit,,Revenue,,Liability,,,,B,Difference between income and expenses.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
19,19,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which type of business organization has unlimited liability?,,,Corporation,,Partnership,,Sole proprietorship,,Cooperative,,,,C,Owner bears full liability.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
20,20,2,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,What does ROI stand for in business?,,,Rate of Investment,,Return on Investment,,Required Output Index,,Revenue of Income,,,,B,Measures profitability.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
21,21,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The ability to make sound financial decisions is:,,,Literacy,,Financial management,,Accounting,,Entrepreneurship,,,,B,Smart handling of money.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
22,22,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,"A document that details a business’s vision, objectives, and strategies:",,,Market survey,,Business plan,,Product profile,,Feasibility study,,,,B,Describes goals and strategy.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
23,23,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The act of identifying new ways to solve customer needs is:,,,Innovation,,Marketing,,Promotion,,Pricing,,,,A,Finding new ways to meet customer needs.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
24,24,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,What factor affects business success the most?,,,Location,,Advertising,,Luck,,Inventory,,,,A,Crucial for customer accessibility.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
25,25,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The process of deciding the selling price based on costs and profit margin is:,,,Budgeting,,Pricing strategy,,Costing,,Estimating,,,,B,Sets selling price for profit.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
26,26,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The process of measuring body parts for accurate garment fit:,,,Drafting,,Measuring,,Tailoring,,Pattern making,,,,B,Ensures accurate garment fit.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
27,27,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which fiber comes from silkworm cocoons?,,,Cotton,,Silk,,Linen,,Wool,,,,B,Produced by silkworms.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
28,28,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The correct sequence in garment construction:,,,"Drafting, Cutting, Sewing, Finishing",,"Measuring, Drafting, Sewing, Ironing",,"Cutting, Drafting, Finishing, Ironing",,"Measuring, Finishing, Drafting, Sewing",,,,A,Correct process order.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
29,29,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The part of a sewing machine that regulates thread tension:,,,Bobbin,,Presser foot,,Tension control,,Needle bar,,,,C,Adjusts thread tightness.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
30,30,3,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The best type of fabric for children’s wear:,,,Wool,,Polyester,,Cotton,,Nylon,,,,C,Soft and breathable for children’s clothes.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
31,31,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The process of preserving food by removing moisture:,,,Canning,,Pickling,,Drying,,Freezing,,,,C,Removes moisture to preserve food.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
32,32,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The French term for preparing ingredients before cooking:,,,Mise en place,,Au gratin,,Flambé,,Sauté,,,,A,Preparing ingredients in advance.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
33,33,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The correct temperature for freezing food:,,,0°C,,-18°C,,10°C,,4°C,,,,B,Proper freezing temperature.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
34,34,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The main nutrient source of energy in food is:,,,Protein,,Fats,,Carbohydrates,,Minerals,,,,C,Primary energy source.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
35,35,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which cooking method uses dry heat in an oven?,,,Boiling,,Roasting,,Steaming,,Simmering,,,,B,Dry-heat method in an oven.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
36,36,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,A balanced diet should include:,,,All five food groups,,Fruits only,,Meat and rice,,Vegetables only,,,,A,Ensures balanced diet.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
37,37,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The correct way to store perishable food:,,,Leave on counter,,Freeze or refrigerate,,Wrap and store at room temp,,Dry in sunlight,,,,B,Prevents spoilage.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
38,38,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which ingredient acts as a leavening agent in baking?,,,Salt,,Sugar,,Baking powder,,Oil,,,,C,Leavening agent that helps dough rise.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
39,39,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The art of preparing and serving food attractively is:,,,Plating,,Cooking,,Serving,,Arranging,,,,A,Artistic food presentation.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
40,40,4,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,A business that offers food to the public is called:,,,Catering,,Retailing,,Manufacturing,,Processing,,,,A,Food service to public or events.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business Management,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
41,41,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which stitch is used for temporary sewing?,,,Running stitch,,Backstitch,,Basting,,Overcasting,,,,C,Used for temporary stitches.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
42,42,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Proper fabric layout ensures:,,,Pattern accuracy and fabric economy,,Random fabric waste,,Misalignment,,Easier cutting only,,,,A,Purpose of proper layout.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
43,43,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,A balanced meal includes:,,,"Go, Grow, and Glow foods",,Meat only,,Fruits only,,Carbs only,,,,A,Components of a balanced meal.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
44,44,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Proper waste segregation helps:,,,Prevent pollution and recycle materials,,Increase garbage,,Encourage waste,,Spread germs,,,,A,Benefit of segregation.,LET Secondary,Technology and Livelihood Education,Consumer Education,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
45,45,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The correct handling of kitchen knives:,,,Carry by blade,,Hold by handle and point downward,,Pass by throwing,,Leave in sink,,,,B,Safe knife handling.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
46,46,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Sanitation in food preparation prevents:,,,Foodborne illnesses,,Spoilage only,,Food aroma loss,,Overcooking,,,,A,Prevented by good sanitation.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
47,47,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,A meal plan ensures:,,,Balanced nutrition and budget control,,Uncontrolled spending,,Random food preparation,,Limited food variety,,,,A,Benefits of meal planning.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
48,48,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,Which method best prevents cross-contamination?,,,Separate raw and cooked foods,,Wash hands after eating,,Use the same utensils,,Refrigerate leftovers,,,,A,Prevents cross-contamination.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
49,49,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The best method to maintain fabric quality:,,,Follow care labels,,Use hot water always,,Use bleach often,,Dry under the sun daily,,,,A,Maintains fabric quality.,LET Secondary,Technology and Livelihood Education,Clothing and Textiles,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
50,50,5,BSED TLEd-HE P1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P1.pdf,The ultimate goal of Home Economics education:,,,Develop self-reliant and productive individuals,,Promote luxury,,Train chefs only,,Teach business alone,,,,A,Goal of Home Economics.,LET Secondary,Technology and Livelihood Education,Home Management and Family Living,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
51,1,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The process of removing moisture from food to extend shelf life is:,,,Canning,,Freezing,,Drying,,Smoking,,,,C,Drying – Removes moisture to inhibit bacterial growth.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
52,2,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The preservation method using sugar as a preservative is called:,,,Pickling,,Salting,,Jam making,,Fermentation,,,,C,Jam making – Uses sugar as preservative.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
53,3,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The correct temperature for freezing perishable food is:,,,0°C,,-18°C,,10°C,,-5°C,,,,B,-18°C – Safe temperature for frozen storage.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
54,4,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The process that uses vinegar and salt to preserve vegetables is:,,,Pickling,,Smoking,,Salting,,Fermenting,,,,A,Pickling – Uses vinegar and salt solution.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
55,5,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The primary purpose of food preservation is to:,,,Change food color,,Reduce waste,,Increase flavor,,Improve packaging,,,,B,Reduce waste – Preservation extends usability.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
56,6,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The method of sealing food in airtight containers and heating to kill bacteria is:,,,Freezing,,Drying,,Canning,,Fermentation,,,,C,Canning – Heat process seals food from bacteria.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
57,7,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The best container for food preservation is:,,,Plastic bag,,Glass jar,,Tin foil,,Paper bag,,,,B,Glass jar – Airtight and non-reactive.,LET Secondary,Technology and Livelihood Education,Food and Nutrition,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
58,8,1,BSED TLEd-HE P10.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Home Economics-/BSED TLEd-HE P10.pdf,The first step in jam making is:,,,Boiling the fruit,,Washing and preparing fruits,,Adding sugar,,Sterilizing jars,,,,B,Washing and preparing fruits – Ensures cleanliness.,LET Secondary,Technology and Livelihood Education,Home Economics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
